,Year_Birth,Income,Dt_Customer,Recency,WinesProducts,FruitsProducts,MeatProducts,FishProducts,SweetProducts,GoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Spent,Education_Graduation,Education_Postgraduate,Education_Undergraduate,Marital_Status_Married,Marital_Status_Single
434,50,38988.0,25,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,1,348,1,0,0,1,0
435,56,89572.0,25,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,0,2059,0,1,0,0,1
436,38,42207.0,18,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,1,265,0,1,0,1,0
437,70,50300.0,4,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,1,270,1,0,0,1,0
438,40,66664.0,24,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,0,1289,0,1,0,1,0
439,58,60597.0,9,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,1,893,1,0,0,1,0
440,73,70165.0,12,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,0,926,1,0,0,0,1
441,64,50520.0,8,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,1,135,0,1,0,0,1
442,47,33183.0,7,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,1,120,1,0,0,1,0
443,53,66582.0,7,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,0,1288,0,1,0,0,1
444,67,75261.0,17,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,0,1743,0,1,0,1,0
445,52,31880.0,23,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,1,15,1,0,0,0,1
446,71,53790.0,7,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,1,542,1,0,0,1,0
447,51,49269.0,26,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,1,890,0,1,0,1,0
448,47,61456.0,18,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,1,1388,1,0,0,1,0
449,42,37406.0,11,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,1,17,1,0,0,1,0
450,41,56937.0,26,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,1,906,0,1,0,1,0
451,44,38415.0,21,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,1,44,1,0,0,1,0
452,34,20518.0,4,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,1,25,1,0,0,0,1
453,66,62503.0,19,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,1,973,1,0,0,1,0
454,50,41644.0,4,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,1,31,0,1,0,0,1
455,45,55842.0,4,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,1,518,0,1,0,1,0
456,50,62010.0,23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,1,530,0,1,0,1,0
457,45,41124.0,23,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,1,506,1,0,0,1,0
458,49,38961.0,9,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,1,70,0,1,0,1,0
459,50,37760.0,13,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,1,54,0,1,0,0,1
460,48,32233.0,25,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,1,296,1,0,0,0,1
461,47,43057.0,11,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,1,266,1,0,0,1,0
462,62,83151.0,24,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,0,747,0,1,0,1,0
463,58,78825.0,25,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,0,895,0,1,0,0,1
464,46,65104.0,10,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,1,1053,0,1,0,1,0
465,48,60093.0,15,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,1,735,1,0,0,1,0
466,53,14045.0,8,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,20,1,0,0,1,0
467,70,28457.0,23,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,0,205,0,1,0,0,1
468,64,78952.0,24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,1,2092,0,1,0,1,0
469,46,46310.0,22,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,1,309,1,0,0,0,1
470,67,76005.0,19,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,0,1722,1,0,0,1,0
471,58,58308.0,21,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,1,900,0,1,0,0,1
472,78,55614.0,10,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,0,682,0,1,0,0,1
473,60,59432.0,17,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,1,663,0,1,0,0,1
474,44,55563.0,6,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,1,43,1,0,0,0,1
475,51,78642.0,17,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,1,1816,0,1,0,1,0
476,73,67911.0,4,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,1,976,0,1,0,1,0
477,78,65275.0,18,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,0,746,1,0,0,1,0
478,72,27203.0,26,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,1,64,1,0,0,1,0
479,61,48330.0,10,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,1,32,0,1,0,1,0
480,32,24279.0,21,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,0,263,0,0,1,1,0
481,37,64355.0,25,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,1,1445,0,1,0,1,0
482,69,53653.0,23,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,0,1210,1,0,0,0,1
483,46,65665.0,10,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,1,945,1,0,0,1,0
484,33,81217.0,14,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,0,1157,1,0,0,0,1
485,30,34935.0,15,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0,137,1,0,0,1,0
486,63,61250.0,21,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,1,730,1,0,0,0,1
487,41,39665.0,16,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,1,216,0,1,0,1,0
488,43,60152.0,18,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,1,943,1,0,0,0,1
489,58,48920.0,11,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,1,347,1,0,0,1,0
490,63,89120.0,6,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,0,1924,0,1,0,1,0
491,76,44124.0,17,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,1,397,0,1,0,1,0
492,47,81169.0,17,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0,2089,0,1,0,0,1
493,61,36443.0,20,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,1,138,1,0,0,1,0
494,32,26095.0,15,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,1,42,1,0,0,0,1
495,63,71367.0,13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0,777,1,0,0,1,0
496,78,80184.0,7,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,0,1902,0,1,0,1,0
497,57,30630.0,8,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,1,52,1,0,0,0,1
498,35,73454.0,7,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,0,1651,0,1,0,0,1
499,31,42691.0,13,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,358,1,0,0,1,0
500,69,70503.0,24,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,0,1727,1,0,0,1,0
501,35,25545.0,25,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,1,210,1,0,0,1,0
502,36,32880.0,22,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,1,42,1,0,0,1,0
503,64,77863.0,10,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,1291,0,1,0,1,0
504,45,50353.0,3,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,442,0,1,0,1,0
505,58,61839.0,26,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,1895,1,0,0,0,1
506,62,49154.0,11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,1,411,0,1,0,1,0
507,47,47682.0,19,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,1,521,0,1,0,0,1
508,53,72679.0,12,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,1,1168,1,0,0,0,1
509,45,57954.0,3,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,1,493,0,1,0,1,0
510,60,65316.0,17,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,1,260,1,0,0,1,0
511,40,28567.0,15,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,1,46,1,0,0,0,1
512,71,47352.0,18,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,319,0,1,0,1,0
513,55,44931.0,8,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,1,96,1,0,0,1,0
514,55,76982.0,7,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0,1062,1,0,0,0,1
515,70,57247.0,14,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,232,0,1,0,1,0
516,41,22944.0,9,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,1,76,0,1,0,0,1
517,45,25315.0,11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,1,54,0,1,0,1,0
518,53,43638.0,26,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,1,201,1,0,0,0,1
519,38,42710.0,22,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,1,406,0,1,0,0,1
520,40,84169.0,14,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,1919,0,1,0,1,0
521,46,54058.0,16,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,1,662,1,0,0,1,0
522,32,24683.0,7,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,1,41,0,1,0,1,0
523,58,85620.0,9,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,1600,1,0,0,0,1
524,42,47850.0,10,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,1,134,1,0,0,1,0
525,54,19514.0,8,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,1,69,1,0,0,1,0
526,49,27159.0,6,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,1,21,0,1,0,1,0
527,59,39548.0,6,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,1,54,0,1,0,0,1
528,33,21474.0,5,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,1,91,1,0,0,0,1
529,51,60504.0,7,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,1,526,0,1,0,0,1
530,59,22419.0,17,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,162,1,0,0,1,0
531,73,81698.0,11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,1008,0,1,0,1,0
532,70,43462.0,25,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,1,240,1,0,0,1,0
533,44,54880.0,19,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,1,795,0,1,0,0,1
534,40,79908.0,18,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,1772,1,0,0,1,0
535,52,15315.0,14,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,64,0,1,0,1,0
536,63,87771.0,16,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1,1957,1,0,0,1,0
537,44,33039.0,13,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,1,78,1,0,0,1,0
538,42,81741.0,15,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,1572,1,0,0,0,1
539,51,71499.0,15,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,795,0,1,0,1,0
540,52,62466.0,8,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,889,0,1,0,1,0
541,59,48799.0,11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,1,331,0,1,0,0,1
542,72,52157.0,3,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,1,265,0,1,0,1,0
543,60,66565.0,22,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1,1065,1,0,0,0,1
544,71,29298.0,13,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,1,11,0,1,0,1,0
545,43,47691.0,15,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,21,1,0,0,0,1
546,52,38200.0,22,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,17,1,0,0,1,0
547,48,44989.0,25,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,369,1,0,0,1,0
548,54,38443.0,8,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,1,38,0,1,0,1,0
549,44,38593.0,12,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,177,0,1,0,0,1
550,52,64413.0,14,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,279,0,1,0,1,0
551,41,36959.0,12,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,1,62,0,1,0,1,0
552,45,61996.0,20,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1,1230,0,1,0,1,0
553,54,51287.0,6,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,1,182,1,0,0,1,0
554,52,13260.0,13,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,1,49,1,0,0,1,0
555,56,47472.0,12,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,1,75,0,1,0,1,0
556,66,54603.0,15,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,1,227,0,1,0,1,0
557,48,45207.0,23,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,1,215,0,1,0,1,0
558,55,47821.0,11,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,1,47,0,1,0,1,0
559,71,27450.0,17,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,143,0,1,0,1,0
560,39,39453.0,6,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,1,55,1,0,0,1,0
561,51,26850.0,5,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,1,63,0,1,0,1,0
562,67,79800.0,24,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0,1867,1,0,0,0,1
563,61,61794.0,12,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,1,611,0,1,0,1,0
564,67,53863.0,4,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,1,473,1,0,0,1,0
565,63,24221.0,13,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,55,1,0,0,1,0
566,38,39684.0,24,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,1,81,0,1,0,0,1
567,47,92163.0,22,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0,2086,0,1,0,1,0
568,57,69882.0,10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,1478,0,1,0,0,1
569,45,33178.0,8,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1,49,1,0,0,1,0
570,50,59973.0,12,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,382,0,1,0,1,0
571,47,17459.0,12,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,1,69,0,1,0,1,0
572,53,23910.0,23,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,1,67,1,0,0,0,1
573,53,42169.0,11,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,1,30,0,1,0,1,0
574,44,26224.0,16,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,63,0,1,0,1,0
575,41,31089.0,25,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,1,79,1,0,0,1,0
576,61,30081.0,19,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,42,1,0,0,0,1
577,62,62807.0,25,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,1,819,1,0,0,1,0
578,67,72906.0,12,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,1151,1,0,0,0,1
579,74,61467.0,22,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,1,594,0,1,0,1,0
580,56,49618.0,20,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,1,129,0,1,0,1,0
581,36,21888.0,21,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,1,213,0,1,0,0,1
582,66,26150.0,19,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,1,28,1,0,0,0,1
583,47,30801.0,23,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,45,0,0,1,1,0
584,57,81168.0,5,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,1193,1,0,0,1,0
585,53,26877.0,13,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,268,0,1,0,0,1
586,78,45006.0,14,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,266,0,1,0,0,1
587,49,18978.0,22,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,37,0,0,1,1,0
588,53,48240.0,23,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,882,0,1,0,0,1
589,48,45837.0,14,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,1,373,1,0,0,1,0
590,57,35791.0,17,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,1,35,0,1,0,0,1
592,44,54162.0,18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,1,42,1,0,0,0,1
593,62,30522.0,25,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,1,326,0,1,0,1,0
594,61,54456.0,15,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,404,0,1,0,1,0
595,51,31632.0,14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,95,1,0,0,0,1
596,73,72298.0,6,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,939,1,0,0,0,1
597,44,36975.0,9,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,33,0,1,0,0,1
598,67,72635.0,16,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0,981,0,1,0,1,0
599,46,13624.0,20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,1,36,1,0,0,1,0
600,47,84196.0,16,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1,1237,1,0,0,0,1
601,62,70971.0,24,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1,1825,1,0,0,1,0
602,45,34487.0,25,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,1,103,0,1,0,0,1
603,45,28769.0,21,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,191,1,0,0,0,1
604,52,69084.0,10,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1,1586,0,1,0,1,0
605,64,65488.0,3,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,963,0,1,0,1,0
606,62,32218.0,7,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,0,93,0,1,0,0,1
607,49,83917.0,17,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,1587,1,0,0,0,1
608,60,46102.0,6,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,16,1,0,0,0,1
609,70,84574.0,16,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,1375,1,0,0,0,1
610,60,56181.0,21,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,393,1,0,0,1,0
611,72,63120.0,24,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,1477,0,1,0,0,1
612,51,73691.0,11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,1179,1,0,0,1,0
613,74,76140.0,4,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,1348,0,1,0,1,0
614,63,62859.0,21,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,1307,0,1,0,0,1
615,58,45906.0,17,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,486,1,0,0,0,1
616,75,77632.0,19,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,2252,0,1,0,1,0
617,51,46463.0,13,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,1,235,0,1,0,1,0
618,52,105471.0,20,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,1724,1,0,0,1,0
619,52,55282.0,9,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,235,0,1,0,0,1
620,45,78710.0,4,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,1092,0,1,0,1,0
621,64,66886.0,12,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,599,1,0,0,1,0
622,62,98777.0,7,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,2008,0,1,0,0,1
623,37,29103.0,25,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,1,48,1,0,0,1,0
624,48,67445.0,26,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,1174,1,0,0,1,0
625,72,50616.0,5,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,1,67,0,1,0,1,0
626,67,49431.0,26,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,365,1,0,0,0,1
628,69,61278.0,9,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,165,1,0,0,1,0
629,75,73059.0,13,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1,1095,0,1,0,1,0
630,56,46734.0,11,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,1,223,0,1,0,0,1
631,59,56253.0,22,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,1,597,1,0,0,1,0
632,47,58330.0,9,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,1064,1,0,0,0,1
633,42,25965.0,25,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,74,0,0,1,1,0
634,66,14661.0,21,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,26,0,1,0,1,0
635,63,18690.0,21,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,60,1,0,0,1,0
636,48,45068.0,16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,20,0,1,0,1,0
637,35,21063.0,12,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,59,0,0,1,0,1
638,54,29187.0,17,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,34,0,1,0,1,0
639,51,54690.0,11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,1,198,0,1,0,1,0
640,58,59304.0,14,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1,1048,0,1,0,1,0
641,60,59247.0,11,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,1,574,0,1,0,0,1
642,52,66731.0,25,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,1029,1,0,0,0,1
643,42,77353.0,9,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1,670,1,0,0,1,0
644,48,26751.0,4,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,1,11,1,0,0,1,0
645,59,81300.0,23,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,1241,0,1,0,1,0
646,43,70337.0,9,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,576,1,0,0,0,1
647,37,36145.0,15,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,1,172,0,1,0,1,0
648,42,65295.0,9,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,664,0,1,0,0,1
649,59,68118.0,11,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,928,1,0,0,0,1
650,55,68743.0,25,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,2074,1,0,0,0,1
651,40,41039.0,14,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,467,0,1,0,1,0
652,67,38946.0,11,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,1,257,1,0,0,1,0
