,Income,Dt_Customer,Recency,WinesProducts,FruitsProducts,MeatProducts,FishProducts,SweetProducts,GoldProducts,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Response,Spending,Total_Purchase,NumberofChildren,TotalCampaignsAcc,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow
477,59432.0,17,88,317,25,265,25,19,12,5,0,3,11,0,663,22,1,0,0,0,1,0,1,0,0,0
478,55563.0,6,22,29,1,9,2,0,2,3,0,3,11,0,43,6,1,0,0,1,0,0,1,0,0,0
479,78642.0,17,83,1396,0,322,46,35,17,6,0,3,11,0,1816,18,1,0,0,0,0,1,0,1,0,0
480,67911.0,4,63,529,0,356,63,28,0,3,0,3,11,0,976,27,1,0,0,0,0,1,0,1,0,0
481,65275.0,18,9,388,14,218,91,14,21,2,0,3,11,0,746,21,0,0,0,1,0,0,0,1,0,0
482,27203.0,26,92,13,2,21,4,0,24,8,0,3,11,0,64,6,2,0,0,1,0,0,0,1,0,0
483,48330.0,10,2,28,0,4,0,0,0,5,0,3,11,0,32,5,1,0,0,0,1,0,0,1,0,0
484,24279.0,21,6,16,36,21,20,62,108,8,0,3,11,0,263,9,0,0,1,0,0,0,0,1,0,0
485,64355.0,25,66,1047,0,140,67,38,153,8,0,3,11,0,1445,21,1,0,0,0,0,1,0,1,0,0
486,50943.0,15,49,31,0,7,2,0,6,5,0,3,11,0,46,5,1,0,0,0,1,0,0,1,0,0
487,53653.0,23,29,815,10,239,28,10,108,6,0,3,11,0,1210,28,0,0,0,1,0,0,0,0,0,1
488,65665.0,10,77,225,162,387,106,36,29,3,0,3,11,0,945,24,1,0,0,1,0,0,0,1,0,0
489,81217.0,14,77,493,70,324,146,40,84,1,0,3,11,0,1157,22,0,0,0,1,0,0,0,0,1,0
490,34935.0,15,71,34,4,66,3,10,20,7,0,3,11,0,137,8,0,0,0,1,0,0,0,1,0,0
491,61250.0,21,49,382,138,65,60,26,59,5,0,3,11,0,730,25,1,0,0,1,0,0,1,0,0,0
492,39665.0,16,97,127,1,56,0,1,31,7,0,3,11,0,216,12,1,1,0,0,0,1,0,1,0,0
493,60152.0,18,6,325,83,300,86,58,91,3,0,3,11,0,943,23,1,0,0,1,0,0,0,0,1,0
494,48920.0,11,93,238,17,68,8,10,6,7,0,3,11,0,347,16,2,1,0,1,0,0,0,1,0,0
495,89120.0,6,78,1168,92,408,72,129,55,1,0,3,11,0,1924,19,0,1,0,0,1,0,0,1,0,0
496,44124.0,17,62,284,0,55,0,6,52,8,0,3,11,0,397,17,1,0,0,0,0,1,0,1,0,0
497,81169.0,17,47,1288,20,613,80,61,27,2,0,3,11,0,2089,22,0,0,0,0,1,0,0,0,1,0
498,36443.0,20,9,65,0,46,4,3,20,8,0,3,11,0,138,11,2,0,0,1,0,0,0,1,0,0
499,26095.0,15,77,11,7,9,3,1,11,7,0,3,11,0,42,5,1,0,0,1,0,0,0,0,1,0
500,71367.0,13,24,227,23,389,42,21,75,2,0,3,11,0,777,17,0,0,0,1,0,0,0,1,0,0
501,80184.0,7,19,1035,134,670,25,38,0,3,0,3,11,0,1902,20,0,2,0,0,1,0,0,1,0,0
502,30630.0,8,67,27,1,12,2,0,10,7,0,3,11,0,52,7,2,0,0,1,0,0,1,0,0,0
503,73454.0,7,95,982,73,351,56,14,175,5,0,3,11,0,1651,13,0,1,0,0,1,0,0,0,1,0
504,42691.0,13,48,179,2,64,38,17,58,5,0,3,11,0,358,13,0,0,0,1,0,0,0,1,0,0
505,70503.0,24,73,1379,33,216,0,33,66,6,0,3,11,0,1727,16,0,2,0,1,0,0,0,1,0,0
506,25545.0,25,35,32,1,64,16,12,85,6,0,3,11,1,210,10,1,0,0,1,0,0,0,1,0,0
507,32880.0,22,76,8,4,15,7,6,2,8,0,3,11,0,42,5,1,0,0,1,0,0,0,1,0,0
508,77863.0,10,20,881,38,319,16,25,12,2,0,3,11,0,1291,20,0,0,0,0,0,1,0,1,0,0
509,50353.0,3,72,141,15,153,67,31,35,3,0,3,11,0,442,15,0,0,0,0,1,0,0,1,0,0
510,61839.0,26,20,1000,155,379,224,17,120,8,0,3,11,0,1895,17,0,0,0,1,0,0,0,0,1,0
511,49154.0,11,69,206,10,67,30,27,71,6,0,3,11,0,411,19,2,0,0,0,0,1,0,1,0,0
512,47682.0,19,80,162,61,83,97,57,61,5,0,3,11,0,521,19,1,0,0,0,1,0,0,0,0,1
513,72679.0,12,65,619,54,260,127,54,54,1,0,3,11,0,1168,17,1,0,0,1,0,0,0,0,1,0
514,57954.0,3,52,456,4,24,0,0,9,7,0,3,11,0,493,23,2,1,0,0,1,0,0,1,0,0
515,65316.0,17,65,112,6,92,3,9,38,4,0,3,11,0,260,12,2,0,0,1,0,0,0,1,0,0
516,28567.0,15,57,11,3,22,2,2,6,6,0,3,11,0,46,7,1,0,0,1,0,0,0,0,1,0
517,47352.0,18,70,172,12,112,8,0,15,7,0,3,11,0,319,16,1,0,0,0,1,0,0,1,0,0
518,44931.0,8,0,78,0,11,0,0,7,5,0,3,11,0,96,7,1,0,0,1,0,0,0,1,0,0
519,76982.0,7,19,464,151,292,65,60,30,4,0,3,11,1,1062,16,0,1,0,1,0,0,1,0,0,0
520,57247.0,14,50,99,4,32,37,54,6,2,0,3,11,0,232,12,1,0,0,0,1,0,0,1,0,0
521,22944.0,9,67,19,3,19,4,5,26,7,0,3,11,0,76,9,1,0,0,0,1,0,0,0,1,0
522,25315.0,11,46,1,9,8,11,3,22,8,0,3,11,0,54,9,1,0,0,0,1,0,0,1,0,0
523,43638.0,26,37,63,10,83,7,19,19,7,0,3,11,0,201,11,1,0,0,1,0,0,0,0,0,1
524,42710.0,22,38,252,3,42,4,3,102,6,0,3,11,0,406,14,1,0,0,0,0,1,0,0,1,0
525,84169.0,14,9,1478,19,403,0,19,0,3,0,3,11,1,1919,20,0,2,0,0,0,1,0,1,0,0
526,54058.0,16,56,198,18,252,32,108,54,3,0,3,11,0,662,20,1,0,0,1,0,0,0,1,0,0
527,24683.0,7,98,8,4,10,6,7,6,5,0,3,11,0,41,8,1,0,0,0,1,0,0,1,0,0
528,85620.0,9,68,416,46,925,60,107,46,1,0,3,11,1,1600,14,0,0,0,1,0,0,0,0,0,1
529,47850.0,10,72,42,7,43,20,12,10,6,0,3,11,0,134,8,1,0,0,1,0,0,0,1,0,0
530,19514.0,8,47,14,3,21,2,1,28,8,0,3,11,1,69,10,2,1,0,1,0,0,0,1,0,0
531,27159.0,6,33,17,0,3,0,0,1,6,0,3,11,0,21,6,2,0,0,0,1,0,0,1,0,0
532,39548.0,6,87,15,4,10,3,4,18,3,0,3,11,0,54,7,2,0,0,0,1,0,0,0,1,0
533,21474.0,5,0,6,16,24,11,0,34,7,0,3,11,1,91,8,1,1,0,1,0,0,0,0,1,0
534,60504.0,7,73,458,0,24,6,4,34,6,0,3,11,0,526,18,1,0,0,0,0,1,0,0,1,0
535,22419.0,17,74,30,3,47,19,21,42,8,0,3,11,0,162,8,0,0,0,1,0,0,0,1,0,0
536,81698.0,11,4,179,28,520,111,123,47,1,0,3,11,1,1008,25,0,0,0,0,1,0,0,1,0,0
537,43462.0,25,50,90,17,97,15,6,15,8,0,3,11,0,240,16,2,0,0,1,0,0,0,1,0,0
538,54880.0,19,57,308,85,137,102,45,118,5,0,3,11,0,795,21,1,0,0,0,0,1,0,0,1,0
539,79908.0,18,30,557,129,761,29,185,111,2,0,3,11,0,1772,19,0,1,0,1,0,0,0,1,0,0
540,15315.0,14,27,7,4,13,15,8,17,5,0,3,11,0,64,8,0,0,0,0,1,0,0,1,0,0
541,87771.0,16,61,1492,38,287,50,57,33,6,0,3,11,1,1957,20,1,4,0,1,0,0,0,1,0,0
542,33039.0,13,4,30,8,12,8,8,12,5,0,3,11,0,78,7,1,0,0,1,0,0,0,1,0,0
543,81741.0,15,75,249,153,940,58,134,38,2,0,3,11,0,1572,19,0,0,0,1,0,0,0,0,1,0
544,71499.0,15,12,465,25,132,136,0,37,4,0,3,11,0,795,26,1,0,0,0,1,0,0,1,0,0
545,62466.0,8,13,129,129,259,168,121,83,4,0,3,11,0,889,26,1,0,0,0,1,0,0,1,0,0
546,48799.0,11,9,174,18,81,28,6,24,3,0,3,11,0,331,15,1,0,0,0,0,1,1,0,0,0
547,52157.0,3,48,189,2,29,3,2,40,4,0,3,11,0,265,12,1,0,0,0,0,1,0,1,0,0
548,66565.0,22,80,747,10,161,65,40,42,8,0,3,11,0,1065,19,1,0,0,1,0,0,0,0,1,0
549,29298.0,13,60,6,0,2,2,0,1,5,0,3,11,0,11,4,2,0,0,0,1,0,0,1,0,0
550,47691.0,15,43,14,0,3,0,0,4,6,0,3,11,0,21,4,1,0,0,1,0,0,0,0,1,0
551,38200.0,22,19,12,0,4,0,0,1,7,0,3,11,0,17,4,2,0,0,1,0,0,0,1,0,0
552,44989.0,25,26,98,0,106,49,10,106,6,0,3,11,0,369,16,1,0,0,1,0,0,0,1,0,0
553,38443.0,8,58,32,0,5,0,0,1,7,0,3,11,0,38,6,2,0,0,0,0,1,0,1,0,0
554,38593.0,12,42,51,12,49,17,24,24,8,0,3,11,0,177,11,1,0,0,0,1,0,0,0,1,0
555,64413.0,14,27,200,5,44,0,10,20,5,0,3,11,0,279,12,1,0,0,0,0,1,0,1,0,0
556,36959.0,12,56,25,6,25,6,0,0,8,0,3,11,0,62,7,1,0,0,0,1,0,0,1,0,0
557,61996.0,20,27,1050,12,144,0,0,24,5,0,3,11,1,1230,21,1,3,0,0,0,1,0,1,0,0
558,51287.0,6,10,117,0,22,13,0,30,7,0,3,11,0,182,11,2,0,0,1,0,0,0,1,0,0
559,13260.0,13,48,9,4,17,10,2,7,8,0,3,11,0,49,10,2,0,0,1,0,0,0,1,0,0
560,47472.0,12,39,56,0,11,0,0,8,5,0,3,11,0,75,8,2,0,0,0,0,1,0,1,0,0
561,54603.0,15,85,145,13,46,17,2,4,7,0,3,11,0,227,16,2,0,0,0,1,0,0,1,0,0
562,45207.0,23,64,203,0,10,0,0,2,6,0,3,11,0,215,15,2,1,0,0,0,1,0,1,0,0
563,40689.0,18,69,270,3,27,39,6,99,8,0,3,11,0,444,20,1,0,0,1,0,0,0,1,0,0
564,47821.0,11,54,9,0,16,6,6,10,8,0,3,11,0,47,5,2,0,0,0,1,0,0,1,0,0
565,27450.0,17,57,37,12,23,8,11,52,7,0,3,11,0,143,7,0,0,0,0,1,0,0,1,0,0
566,39453.0,6,64,46,0,7,0,0,2,6,0,3,11,0,55,7,1,0,0,1,0,0,0,1,0,0
567,26850.0,5,10,31,1,13,7,2,9,4,0,3,11,0,63,11,2,0,0,0,1,0,0,1,0,0
568,79800.0,24,65,1060,21,530,32,0,224,3,0,3,11,1,1867,22,0,3,0,1,0,0,0,0,0,1
569,61794.0,12,74,264,47,188,54,47,11,2,0,3,11,0,611,20,1,0,0,0,1,0,0,1,0,0
570,53863.0,4,4,399,4,30,6,4,30,7,0,3,11,0,473,18,1,1,0,1,0,0,0,1,0,0
571,24221.0,13,94,8,9,9,2,5,22,4,0,3,11,0,55,6,0,0,0,1,0,0,0,1,0,0
572,39684.0,24,41,19,0,35,6,4,17,7,1,3,11,1,81,7,1,0,0,0,0,1,0,0,1,0
573,92163.0,22,25,817,183,797,106,163,20,2,0,3,11,1,2086,21,0,2,0,0,1,0,0,1,0,0
574,69882.0,10,94,292,127,635,132,127,165,1,0,3,11,0,1478,20,0,0,0,0,1,0,0,0,1,0
575,33178.0,8,9,12,6,2,11,2,16,4,0,3,11,0,49,5,1,0,0,1,0,0,0,1,0,0
576,59973.0,12,47,130,30,168,20,34,0,1,0,3,11,0,382,15,0,0,0,0,0,1,0,1,0,0
577,17459.0,12,12,6,4,16,3,10,30,7,0,3,11,1,69,9,1,0,0,0,1,0,0,1,0,0
578,23910.0,23,80,16,12,18,7,1,13,7,0,3,11,0,67,6,1,0,0,1,0,0,1,0,0,0
579,42169.0,11,20,19,0,9,0,0,2,8,0,3,11,0,30,6,2,0,0,0,1,0,0,1,0,0
580,26224.0,16,39,4,7,15,13,9,15,6,0,3,11,0,63,9,1,0,0,0,1,0,0,1,0,0
581,31089.0,25,57,31,3,31,2,8,4,8,0,3,11,0,79,10,1,0,0,1,0,0,0,1,0,0
582,30081.0,19,27,36,0,2,0,0,4,7,0,3,11,0,42,5,1,0,0,1,0,0,0,0,1,0
583,62807.0,25,83,526,28,135,10,21,99,5,0,3,11,0,819,23,1,0,0,1,0,0,0,1,0,0
584,72906.0,12,79,400,32,519,71,75,54,1,0,3,11,0,1151,17,0,0,0,1,0,0,0,0,1,0
585,61467.0,22,69,410,16,114,0,5,49,5,0,3,11,0,594,20,2,0,0,0,0,1,0,1,0,0
586,49618.0,20,77,80,3,26,4,2,14,7,0,3,11,0,129,11,2,0,0,0,1,0,0,1,0,0
587,21888.0,21,15,88,10,46,2,3,64,10,0,3,11,1,213,12,1,0,0,0,1,0,0,0,1,0
588,42429.0,7,99,55,0,6,2,0,4,5,0,3,11,0,67,7,1,0,0,1,0,0,0,0,0,1
589,26150.0,19,61,5,1,13,3,5,1,7,0,3,11,0,28,5,3,0,0,1,0,0,1,0,0,0
590,30801.0,23,23,8,4,5,15,2,11,7,0,3,11,0,45,6,1,0,1,0,0,0,0,1,0,0
591,81168.0,5,84,410,0,592,147,22,22,3,0,3,11,0,1193,18,0,1,0,1,0,0,0,1,0,0
592,26877.0,13,74,101,13,76,20,18,40,6,0,3,11,0,268,12,0,0,0,0,1,0,0,0,1,0
593,45006.0,14,90,162,25,53,16,0,10,3,0,3,11,0,266,12,0,0,0,0,1,0,0,0,0,1
594,18978.0,22,41,2,8,1,4,7,15,8,0,3,11,0,37,5,1,0,1,0,0,0,0,1,0,0
595,22574.0,11,28,25,0,8,2,0,2,7,0,3,11,0,37,7,3,0,0,1,0,0,0,1,0,0
596,48240.0,23,73,389,91,248,64,49,41,5,0,3,11,1,882,25,0,0,0,0,0,1,0,0,1,0
597,45837.0,14,88,215,13,87,17,17,24,7,0,3,11,0,373,18,2,0,0,1,0,0,0,1,0,0
598,35791.0,17,94,27,0,5,0,0,3,8,0,3,11,0,35,6,3,0,0,0,1,0,0,0,1,0
599,54162.0,18,31,5,6,10,6,5,10,4,0,3,11,0,42,5,2,0,0,1,0,0,0,0,0,1
600,30522.0,25,6,179,8,83,19,11,26,2,0,3,11,0,326,17,1,0,0,0,1,0,0,1,0,0
601,54456.0,15,23,352,0,27,10,0,15,6,0,3,11,0,404,17,1,0,0,0,0,1,0,1,0,0
602,31632.0,14,92,17,8,12,11,15,32,7,0,3,11,0,95,6,0,0,0,1,0,0,0,0,1,0
603,72298.0,6,52,625,35,169,58,17,35,1,0,3,11,0,939,14,0,2,0,1,0,0,0,0,0,1
604,36975.0,9,50,10,6,11,0,4,2,7,0,3,11,0,33,5,1,0,0,0,1,0,0,0,1,0
605,72635.0,16,54,390,22,323,104,35,107,3,0,3,11,0,981,21,0,1,0,0,1,0,0,1,0,0
606,13624.0,20,93,10,2,15,2,1,6,6,0,3,11,0,36,7,1,0,0,1,0,0,0,1,0,0
607,84196.0,16,56,215,63,507,231,31,190,3,0,3,11,0,1237,20,1,0,0,1,0,0,0,0,1,0
608,70971.0,24,28,1001,17,572,93,125,17,7,0,3,11,1,1825,34,1,0,0,1,0,0,0,1,0,0
609,34487.0,25,94,19,18,33,24,1,8,9,0,3,11,0,103,9,2,0,0,0,0,1,1,0,0,0
610,28769.0,21,76,41,5,129,10,3,3,9,0,3,11,0,191,12,1,0,0,1,0,0,0,0,1,0
611,69084.0,10,43,1181,107,199,39,30,30,8,0,3,11,0,1586,25,1,0,0,0,0,1,0,1,0,0
612,65488.0,3,46,603,45,207,36,18,54,1,0,3,11,0,963,14,0,0,0,0,0,1,0,1,0,0
613,62466.0,8,13,129,129,259,168,121,83,4,0,3,11,0,889,26,1,0,0,0,1,0,0,1,0,0
614,32218.0,7,27,10,24,15,13,1,30,7,0,3,11,1,93,7,0,1,0,0,1,0,0,0,1,0
615,83917.0,17,12,514,22,732,42,198,79,3,0,3,11,1,1587,21,0,0,0,1,0,0,0,0,1,0
616,46102.0,6,3,14,0,1,0,0,1,7,0,3,11,0,16,4,3,0,0,1,0,0,1,0,0,0
617,84574.0,16,72,387,20,713,38,54,163,5,0,3,11,0,1375,32,0,0,0,1,0,0,0,0,1,0
618,56181.0,21,6,121,103,69,8,44,48,4,0,3,11,0,393,14,1,0,0,1,0,0,0,1,0,0
619,63120.0,24,53,965,69,279,54,41,69,7,0,3,11,1,1477,26,1,0,0,0,1,0,1,0,0,0
620,73691.0,11,58,707,21,250,85,43,73,2,0,3,11,0,1179,18,1,1,0,1,0,0,0,1,0,0
621,63381.0,24,78,571,50,142,33,50,159,2,0,3,11,0,1005,26,1,0,0,1,0,0,0,1,0,0
622,76140.0,4,57,586,66,653,17,0,26,2,0,3,11,0,1348,21,0,0,0,0,0,1,0,1,0,0
623,62859.0,21,37,1063,89,102,16,12,25,6,0,3,11,0,1307,23,1,0,0,0,0,1,1,0,0,0
624,45906.0,17,20,305,3,27,4,3,144,5,0,3,11,0,486,15,1,1,0,1,0,0,0,0,1,0
625,77632.0,19,73,1200,105,758,0,42,147,2,0,3,11,1,2252,13,0,2,0,0,1,0,0,1,0,0
626,46463.0,13,56,163,2,40,8,11,11,6,0,3,11,0,235,17,2,0,0,0,0,1,0,1,0,0
627,105471.0,20,36,1009,181,104,202,21,207,3,0,3,11,1,1724,30,0,2,0,1,0,0,0,1,0,0
628,55282.0,9,9,125,6,73,8,4,19,4,0,3,11,0,235,11,1,0,0,0,1,0,1,0,0,0
629,78710.0,4,42,721,0,152,119,50,50,4,0,3,11,0,1092,28,1,0,0,0,1,0,0,1,0,0
630,66886.0,12,28,315,4,62,41,31,146,5,0,3,11,0,599,17,1,0,0,1,0,0,0,1,0,0
631,98777.0,7,23,1000,19,711,125,115,38,1,0,3,11,0,2008,19,0,1,0,0,1,0,0,0,1,0
632,29103.0,25,38,16,0,17,6,3,6,9,0,3,11,0,48,6,1,0,0,1,0,0,0,1,0,0
633,67445.0,26,63,757,80,217,29,80,11,6,0,3,11,0,1174,32,1,0,0,1,0,0,0,1,0,0
634,50616.0,5,71,30,2,25,0,1,9,2,0,3,11,0,67,7,1,0,0,0,0,1,0,1,0,0
635,49431.0,26,9,219,3,100,26,0,17,8,0,3,11,0,365,15,1,0,0,1,0,0,1,0,0,0
636,61278.0,9,87,111,3,28,2,6,15,6,0,3,11,0,165,10,1,0,0,1,0,0,0,1,0,0
637,26490.0,24,92,45,47,52,21,20,25,6,0,3,11,0,210,11,0,0,0,0,1,0,0,1,0,0
638,73059.0,13,36,410,112,420,0,82,71,4,0,3,11,0,1095,26,1,0,0,0,0,1,0,1,0,0
639,46734.0,11,86,100,1,39,6,1,76,6,0,3,11,0,223,12,3,1,0,0,0,1,0,0,1,0
640,56253.0,22,83,509,0,65,7,11,5,6,0,3,11,0,597,22,1,0,0,1,0,0,0,1,0,0
641,19986.0,10,74,3,6,5,0,2,6,7,0,3,11,0,22,4,1,0,0,1,0,0,0,1,0,0
642,58330.0,9,87,445,53,213,104,98,151,4,0,3,11,0,1064,24,1,0,0,1,0,0,0,0,0,1
643,25965.0,25,29,2,2,11,41,7,11,8,0,3,11,0,74,6,0,0,1,0,0,0,0,1,0,0
644,14661.0,21,88,4,1,11,6,2,2,6,0,3,11,0,26,5,0,0,0,0,1,0,0,1,0,0
645,18690.0,21,77,6,1,7,23,4,19,8,0,3,11,0,60,5,0,0,0,1,0,0,0,1,0,0
646,45068.0,16,25,14,0,3,0,0,3,7,0,3,11,0,20,4,1,0,0,0,0,1,0,1,0,0
647,21063.0,12,34,1,10,11,19,3,15,6,0,3,11,0,59,7,1,0,1,0,0,0,0,0,1,0
648,29187.0,17,43,26,0,6,0,0,2,8,0,3,11,0,34,5,1,0,0,0,0,1,0,1,0,0
649,54690.0,11,76,111,16,37,7,9,18,3,0,3,11,0,198,12,2,0,0,0,1,0,0,1,0,0
650,59304.0,14,81,418,61,428,80,51,10,5,0,3,11,0,1048,28,1,0,0,0,0,1,0,1,0,0
651,59247.0,11,87,327,9,122,19,14,83,6,0,3,11,0,574,21,2,0,0,0,1,0,0,0,1,0
652,66731.0,25,33,371,159,194,58,106,141,3,0,3,11,0,1029,17,1,0,0,1,0,0,0,0,0,1
653,77353.0,9,38,275,59,107,69,101,59,4,0,3,11,0,670,20,1,0,0,1,0,0,0,1,0,0
654,52614.0,22,63,789,0,142,12,9,38,8,0,3,11,0,990,16,1,0,0,0,0,1,0,0,1,0
655,26751.0,4,26,1,1,5,0,3,1,8,0,3,11,0,11,4,2,0,0,1,0,0,0,1,0,0
656,81300.0,23,17,1004,12,145,32,12,36,5,0,3,11,1,1241,21,1,1,0,0,0,1,0,1,0,0
657,70337.0,9,75,187,81,149,25,43,91,1,0,3,11,0,576,17,0,0,0,1,0,0,0,0,1,0
658,36145.0,15,13,56,4,76,17,1,18,9,0,3,11,1,172,12,1,1,0,0,1,0,0,1,0,0
659,65295.0,9,19,365,32,117,34,110,6,2,0,3,11,0,664,20,0,0,0,0,0,1,0,0,1,0
660,68118.0,11,51,595,23,123,10,23,154,6,0,3,11,0,928,23,1,0,0,1,0,0,1,0,0,0
661,68743.0,25,81,1132,134,384,175,134,115,7,0,3,11,0,2074,30,0,0,0,1,0,0,1,0,0,0
662,41039.0,14,32,34,11,137,179,61,45,8,0,3,11,0,467,15,0,0,0,0,1,0,0,1,0,0
663,38946.0,11,84,116,6,82,6,6,41,5,0,3,11,0,257,12,1,0,0,1,0,0,0,1,0,0
664,65777.0,9,87,565,32,435,28,32,54,1,0,3,11,0,1146,17,0,0,0,1,0,0,0,1,0,0
665,66476.0,19,99,372,18,126,47,48,78,4,0,3,11,0,689,20,1,0,0,0,0,1,1,0,0,0
666,86857.0,25,96,899,102,838,133,102,40,2,0,3,11,1,2114,22,0,0,0,0,0,1,0,0,1,0
667,77845.0,4,40,760,40,480,0,40,26,1,0,3,11,0,1346,21,0,2,0,0,0,1,0,1,0,0
668,69476.0,12,3,260,86,559,63,9,67,2,0,3,11,0,1044,15,0,0,0,0,0,1,0,1,0,0
669,50611.0,24,98,459,0,24,6,0,4,6,0,3,11,1,493,22,1,1,0,0,0,1,1,0,0,0
670,61209.0,13,73,466,0,224,119,49,99,2,0,3,11,0,957,13,0,0,0,1,0,0,0,0,1,0
671,42315.0,14,90,67,15,80,17,11,80,3,0,3,11,0,270,12,1,0,0,0,1,0,0,1,0,0
672,13084.0,11,29,2,0,7,3,7,10,6,0,3,11,0,29,5,0,0,1,0,0,0,0,1,0,0
673,47570.0,16,3,67,1,20,0,2,31,7,0,3,11,1,121,9,2,0,0,0,1,0,0,0,0,1
674,61923.0,14,94,92,4,18,3,3,6,3,0,3,11,0,126,8,2,0,0,0,1,0,0,1,0,0
675,34824.0,6,65,4,2,11,2,0,4,6,0,3,11,0,23,4,0,0,0,1,0,0,0,0,1,0
676,26518.0,18,33,20,1,28,3,3,2,8,0,3,11,1,57,8,2,0,0,0,0,1,0,0,1,0
677,45938.0,11,46,273,11,178,62,83,29,6,0,3,11,0,636,20,0,0,0,1,0,0,0,0,1,0
678,78468.0,5,29,434,22,388,104,22,34,4,0,3,11,0,1004,28,0,1,0,1,0,0,0,1,0,0
679,78901.0,12,99,321,11,309,33,26,34,4,0,3,11,0,734,20,1,0,0,1,0,0,1,0,0,0
680,71427.0,6,26,212,123,177,15,64,23,4,0,3,11,0,614,20,2,0,0,1,0,0,0,1,0,0
681,71022.0,7,30,909,12,278,0,12,242,8,0,3,11,0,1453,21,1,1,0,1,0,0,1,0,0,0
682,90247.0,5,27,1184,32,352,21,16,16,1,0,3,11,1,1621,15,0,3,0,0,1,0,0,0,1,0
683,41335.0,9,24,112,19,21,16,14,5,7,0,3,11,0,187,12,1,0,0,0,1,0,1,0,0,0
684,71952.0,21,93,656,80,455,52,107,93,4,0,3,11,0,1443,22,1,2,0,1,0,0,0,1,0,0
685,35682.0,3,34,23,0,8,6,2,18,2,0,3,11,0,57,6,1,0,0,0,0,1,1,0,0,0
686,43185.0,18,88,537,6,42,16,6,30,8,0,3,11,0,637,20,1,0,0,1,0,0,1,0,0,0
687,66375.0,10,96,712,0,45,0,0,191,7,0,3,11,0,948,14,1,1,0,0,0,1,0,1,0,0
688,35178.0,21,10,23,1,13,2,2,18,7,0,3,11,1,59,5,1,1,0,0,1,0,0,1,0,0
689,25252.0,14,26,1,3,4,2,2,6,8,0,3,11,0,18,4,1,0,0,1,0,0,0,1,0,0
690,55250.0,23,49,664,58,83,32,0,66,5,0,3,11,0,903,26,1,0,0,0,1,0,0,0,1,0
691,33249.0,19,11,6,10,21,19,14,42,6,0,3,11,0,112,8,1,0,0,1,0,0,0,0,1,0
692,58398.0,16,44,299,5,201,21,21,49,4,0,3,11,0,596,20,0,0,0,1,0,0,0,1,0,0
693,50272.0,14,75,99,13,66,43,8,4,7,0,3,11,0,233,13,1,0,0,1,0,0,0,1,0,0
694,76618.0,22,64,749,40,294,121,160,147,1,0,3,11,0,1511,11,0,0,0,0,0,1,0,1,0,0
695,87305.0,24,19,345,25,501,63,138,80,2,0,3,11,1,1152,17,0,1,0,0,1,0,1,0,0,0
696,25851.0,20,45,9,4,18,7,5,5,7,0,3,11,0,48,7,1,0,0,1,0,0,0,1,0,0
697,58710.0,18,77,440,81,368,0,122,174,6,0,3,11,0,1185,31,1,0,0,1,0,0,1,0,0,0
698,45160.0,6,9,8,2,5,3,0,3,7,0,3,11,0,21,4,2,0,0,1,0,0,0,0,1,0
699,74806.0,21,1,670,9,249,0,28,9,4,0,3,11,0,965,16,1,0,0,0,1,0,0,1,0,0
700,59111.0,17,90,524,0,134,28,28,155,7,0,3,11,0,869,21,0,0,0,1,0,0,0,1,0,0
701,18988.0,4,43,6,0,6,2,1,1,7,0,3,11,0,16,6,1,0,0,0,0,1,0,1,0,0
702,72190.0,19,79,597,166,597,172,166,249,3,0,3,11,0,1947,16,0,0,0,1,0,0,0,1,0,0
703,7500.0,26,19,7,0,12,13,7,32,9,0,3,11,1,71,12,1,1,0,1,0,0,0,1,0,0
704,44794.0,3,99,54,0,7,0,0,4,6,0,3,11,0,65,6,1,0,0,1,0,0,0,1,0,0
705,80395.0,10,62,445,25,706,80,76,48,2,0,3,11,0,1380,24,0,1,0,1,0,0,0,1,0,0
706,75012.0,8,41,294,142,218,164,58,151,1,0,3,11,0,1027,23,0,0,0,0,1,0,1,0,0,0
707,56962.0,11,60,292,3,77,10,3,26,7,0,3,11,0,411,21,3,0,0,0,1,0,0,1,0,0
708,89891.0,17,17,412,22,132,59,28,183,4,0,3,11,0,836,26,0,1,0,1,0,0,0,1,0,0
709,35946.0,12,24,8,0,3,0,0,0,5,0,3,11,0,11,4,2,0,0,0,0,1,1,0,0,0
710,53593.0,26,60,349,4,78,6,0,43,8,0,3,11,0,480,23,2,0,0,0,0,1,0,1,0,0
711,66373.0,15,57,328,9,124,12,24,109,3,0,3,11,0,606,23,2,0,0,1,0,0,0,1,0,0
712,45072.0,11,74,144,2,99,7,2,30,8,0,3,11,0,284,16,3,0,0,0,0,1,1,0,0,0
713,89694.0,12,22,1126,28,211,37,28,42,5,0,3,11,0,1472,14,2,3,0,1,0,0,1,0,0,0
714,72025.0,5,46,967,0,617,43,50,0,2,0,3,11,1,1677,26,0,3,0,1,0,0,0,1,0,0
715,67432.0,18,69,432,79,341,177,136,170,4,0,3,11,0,1335,19,1,0,0,1,0,0,0,1,0,0
716,70545.0,4,29,138,39,63,55,18,21,2,0,3,11,0,334,13,1,0,0,0,1,0,0,1,0,0
